
保有証券一覧

株式（特定預り）合計

評価額合計,評価損益合計
65415,+4995

株式（特定預り）

銘柄コード,銘柄名称,保有株数,売却注文中,取得単価,現在値,取得金額,評価額,評価損益
"4503","アステラス薬",30,,2014,2180.5,60420,65415,+4995 

株式（NISA預り（成長投資枠））合計

評価額合計,評価損益合計
152600,+2200

株式（NISA預り（成長投資枠））

銘柄コード,銘柄名称,保有株数,売却注文中,取得単価,現在値,取得金額,評価額,評価損益
"3050","ＤＣＭ",100,,1504,1526,150400,152600,+2200 

投資信託（金額/NISA預り（つみたて投資枠））合計

評価額合計,評価損益合計
826160,+286153

投資信託（金額/NISA預り（つみたて投資枠））

ファンド名,保有口数,売却注文中,取得単価,基準価額,取得金額,評価額,評価損益,分配金受取方法
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（オール・カントリー）",220016口,,24544,37550,540007,826160,+286153,再投資

投資信託（金額/旧つみたてNISA預り）合計

評価額合計,評価損益合計
2031922,+1185746

投資信託（金額/旧つみたてNISA預り）合計

評価額合計,評価損益合計
2031922,+1185746

投資信託（金額/旧つみたてNISA預り）合計

ファンド名,保有口数,売却注文中,取得単価,基準価額,取得金額,評価額,評価損益,分配金受取方法
"ｅＭＡＸＩＳ　Ｓｌｉｍ　米国株式（Ｓ＆Ｐ５００）",378922口,,17053,43713,646175,1656381,+1010206,再投資
"ｅＭＡＸＩＳ　Ｓｌｉｍ　全世界株式（オール・カントリー）",100011口,,19998,37550,200001,375541,+175540,再投資






